th   par   nrr   aver
0.799  0.08  1  0.54
0.8  0.0783333  1  0.539167
0.801  0.0766667  1  0.538333
0.802  0.0746667  1  0.537333
0.803  0.074  1  0.537
0.804  0.073  1  0.5365
0.805  0.072  1  0.536
0.806  0.07  1  0.535
0.807  0.0683333  1  0.534167
0.808  0.0666667  1  0.533333
0.809  0.066  1  0.533
0.81  0.0653333  1  0.532667
0.811  0.0646667  1  0.532333
0.812  0.0626667  1  0.531333
0.813  0.062  1  0.531
0.814  0.0616667  1  0.530833
0.815  0.061  1  0.5305
0.816  0.0593333  1  0.529667
0.817  0.058  1  0.529
0.818  0.0563333  1  0.528167
0.819  0.055  1  0.5275
0.82  0.052  1  0.526
0.821  0.052  1  0.526
0.822  0.051  1  0.5255
0.823  0.0503333  1  0.525167
0.824  0.0496667  1  0.524833
0.825  0.0496667  1  0.524833
0.826  0.049  1  0.5245
0.827  0.0473333  1  0.523667
0.828  0.0466667  1  0.523333
0.829  0.046  1  0.523
0.83  0.0446667  1  0.522333
0.831  0.0433333  1  0.521667
0.832  0.0423333  1  0.521167
0.833  0.042  1  0.521
0.834  0.041  1  0.5205
0.835  0.0406667  1  0.520333
0.836  0.039  1  0.5195
0.837  0.0383333  1  0.519167
0.838  0.0373333  1  0.518667
0.839  0.037  1  0.5185
0.84  0.0363333  1  0.518167
0.841  0.035  1  0.5175
0.842  0.0346667  1  0.517333
0.843  0.034  1  0.517
0.844  0.033  1  0.5165
0.845  0.033  1  0.5165
0.846  0.0326667  1  0.516333
0.847  0.0323333  1  0.516167
0.848  0.0313333  1  0.515667
0.849  0.0293333  1  0.514667
0.85  0.0293333  1  0.514667
0.851  0.029  1  0.5145
0.852  0.0286667  1  0.514333
0.853  0.027  1  0.5135
0.854  0.0256667  1  0.512833
0.855  0.025  1  0.5125
0.856  0.0236667  1  0.511833
0.857  0.0233333  1  0.511667
0.858  0.0233333  1  0.511667
0.859  0.0226667  1  0.511333
0.86  0.0216667  1  0.510833
0.861  0.0213333  1  0.510667
0.862  0.0213333  1  0.510667
0.863  0.0213333  1  0.510667
0.864  0.02  1  0.51
0.865  0.0196667  1  0.509833
0.866  0.0186667  1  0.509333
0.867  0.0183333  1  0.509167
0.868  0.0183333  1  0.509167
0.869  0.018  1  0.509
0.87  0.0173333  1  0.508667
0.871  0.0173333  1  0.508667
0.872  0.0163333  1  0.508167
0.873  0.0163333  1  0.508167
0.874  0.0156667  1  0.507833
0.875  0.0146667  1  0.507333
0.876  0.0136667  1  0.506833
0.877  0.0133333  1  0.506667
0.878  0.0116667  1  0.505833
0.879  0.011  1  0.5055
0.88  0.0103333  1  0.505167
0.881  0.0103333  1  0.505167
0.882  0.01  1  0.505
0.883  0.01  1  0.505
0.884  0.00966667  1  0.504833
0.885  0.00966667  1  0.504833
0.886  0.00933333  1  0.504667
0.887  0.009  1  0.5045
0.888  0.009  1  0.5045
0.889  0.00866667  1  0.504333
0.89  0.00833333  1  0.504167
0.891  0.00833333  1  0.504167
0.892  0.00833333  1  0.504167
0.893  0.008  1  0.504
0.894  0.008  1  0.504
0.895  0.00733333  1  0.503667
0.896  0.00733333  1  0.503667
0.897  0.00733333  1  0.503667
0.898  0.00733333  1  0.503667
0.899  0.00666667  1  0.503333
0.9  0.00666667  1  0.503333
0.901  0.00633333  1  0.503167
0.902  0.00566667  1  0.502833
0.903  0.00533333  1  0.502667
0.904  0.00533333  1  0.502667
0.905  0.00533333  1  0.502667
0.906  0.00533333  1  0.502667
0.907  0.00533333  1  0.502667
0.908  0.005  1  0.5025
0.909  0.00466667  1  0.502333
0.91  0.00433333  1  0.502167
0.911  0.00433333  1  0.502167
0.912  0.00433333  1  0.502167
0.913  0.00433333  1  0.502167
0.914  0.00433333  1  0.502167
0.915  0.004  1  0.502
0.916  0.004  1  0.502
0.917  0.00366667  1  0.501833
0.918  0.00366667  1  0.501833
0.919  0.00333333  1  0.501667
0.92  0.00333333  1  0.501667
0.921  0.00333333  1  0.501667
0.922  0.003  1  0.5015
0.923  0.003  1  0.5015
0.924  0.003  1  0.5015
0.925  0.003  1  0.5015
0.926  0.003  1  0.5015
0.927  0.003  1  0.5015
0.928  0.003  1  0.5015
0.929  0.00266667  1  0.501333
0.93  0.00266667  1  0.501333
0.931  0.00233333  1  0.501167
0.932  0.002  1  0.501
0.933  0.002  1  0.501
0.934  0.00133333  1  0.500667
0.935  0.00133333  1  0.500667
0.936  0.00133333  1  0.500667
0.937  0.00133333  1  0.500667
0.938  0.00133333  1  0.500667
0.939  0.00133333  1  0.500667
0.94  0.00133333  1  0.500667
0.941  0.00133333  1  0.500667
0.942  0.00133333  1  0.500667
0.943  0.00133333  1  0.500667
0.944  0.00133333  1  0.500667
0.945  0.00133333  1  0.500667
0.946  0.00133333  1  0.500667
0.947  0.00133333  1  0.500667
0.948  0.00133333  1  0.500667
0.949  0.00133333  1  0.500667
0.95  0.001  1  0.5005
0.951  0.001  1  0.5005
0.952  0.001  1  0.5005
0.953  0.001  1  0.5005
0.954  0.001  1  0.5005
0.955  0.001  1  0.5005
0.956  0.001  1  0.5005
0.957  0.001  1  0.5005
0.958  0.001  1  0.5005
0.959  0.001  1  0.5005
0.96  0.001  1  0.5005
0.961  0.001  1  0.5005
0.962  0.001  1  0.5005
0.963  0.000666667  1  0.500333
0.964  0.000666667  1  0.500333
0.965  0.000666667  1  0.500333
0.966  0.000666667  1  0.500333
0.967  0.000666667  1  0.500333
0.968  0.000666667  1  0.500333
0.969  0.000666667  1  0.500333
0.97  0.000666667  1  0.500333
0.971  0.000666667  1  0.500333
0.972  0.000666667  1  0.500333
0.973  0.000666667  1  0.500333
0.974  0.000666667  1  0.500333
0.975  0.000666667  1  0.500333
0.976  0.000666667  1  0.500333
0.977  0.000333333  1  0.500167
0.978  0.000333333  1  0.500167
0.979  0.000333333  1  0.500167
0.98  0.000333333  1  0.500167
0.981  0.000333333  1  0.500167
0.982  0.000333333  1  0.500167
0.983  0.000333333  1  0.500167
0.984  0  1  0.5
0.985  0  1  0.5
0.986  0  1  0.5
0.987  0  1  0.5
0.988  0  1  0.5
0.989  0  1  0.5
0.99  0  1  0.5
0.991  0  1  0.5
0.992  0  1  0.5
0.993  0  1  0.5
0.994  0  1  0.5
0.995  0  1  0.5
0.996  0  1  0.5
0.997  0  1  0.5
0.998  0  1  0.5
0.999  0  1  0.5
